judul,topik,sub_topik,topik_pilihan,tanggal_waktu_publish,redaksi,advetorial,isi_berita,link,topik_pilihan_link
Pengamat Politik Unmul Tegaskan Edi Damansyah Bisa Mencalonkan Diri di Pilkada Kukar 2024,Regional,,KUKAR Idaman Terbaik,"07/09/2024, 16:28 WIB","Inang Sh , A P Sari",SOROT POLITIK,"KOMPAS.com - Pengamat politik Universitas Mulawarman (Unmul) Saiful Bahtiar menyoroti isu keabsahan Edi Damansyah untuk maju kembali dalam Pemilihan Kepala Daerah (Pilkada) Kutai Kartanegara (Kukar) 2024.  Untuk diketahui, banyak pihak mempertanyakan masa jabatan dan aturan yang berlaku terkait pencalonan Edi yang menjadi bupati pada 2019–2021.  Sebelumnya, ia menjabat sebagai Wakil Bupati Kukar periode 2016–2021 mendampingi Rita Widyasari. Pada 2017, ia menjadi Pelaksana Tugas (Plt) Bupati menggantikan Rita Widyasari. Edi Damansyah menjabat Plt Bupati Kukar selama kurang 10 bulan 3 hari, kemudian menjabat bupati definitif untuk periode 2016-2021 atau selama 2 tahun 9 hari. Saiful mengatakan, Edi Damansyah secara sah baru dianggap menjalani satu periode penuh sebagai Bupati definitif.  Oleh karenanya, dia masih memiliki kesempatan untuk mencalonkan diri kembali pada Pilkada Kukar 2024. Baca juga: Siap Sangga IKN, Pemkab Kukar Galakkan Program Beasiswa Kukar Idaman Jawaban itu terletak pada landasan hukum yang tertuang dalam Peraturan Komisi Pemilihan Umum (PKPU) dan putusan Mahkamah Konstitusi (MK) yang sudah mengatur mengenai pembatasan masa jabatan kepala daerah.  ""Penyelenggara pemilu dalam bekerja, acuannya jelas. Mulai dari PKPU (peraturan KPU), surat edaran KPU, surat instruksi KPU,” ungkapnya dalam siaran pers, Sabtu (7/9/2024).  Saiful menyebutkan, untuk status pencalonan Edi, KPU bisa melihat PKPU 8 yang sekarang diperbaharui menjadi PKPU Nomor 10 Tahun 2024.  Dia menilai, KPU dapat mengacu pada PKPU, kemudian Badan Pengawas Pemilu (Bawaslu) mengawasinya dengan mengacu peraturan Undang-undang (UU), surat edaran Bawaslu, dan aturan terkait lainnya.  Saiful menjelaskan, jika mengacu PKPU Nomor 8 Tahun 2024 yang telah diperbarui menjadi PKPU Nomor 10 Tahun 2024 tentang Pilkada, maka Edi Damansyah akan lolos sebagai salah satu calon atau peserta Pilkada Kukar. ""Dengan PKPU 10 2024 pasal 19 poin e menjadi penentu, ketika masa jabatan dihitung sejak pelantikan,"" ungkap Saiful.  Baca juga: Dari Mesin Ketinting hingga Subsidi Minyak, Harapan Nelayan Kutai Kartanegara untuk Kelanjutan Program Kukar Idaman KPU dapat merujuk pada penjelasan Pasal 34 ayat (1) huruf o UU Nomor 10 Tahun 2016 tentang Pemilihan Gubernur, Bupati, dan Wali Kota.  UU tersebut menegaskan, dalam pertimbangan Putusan MK Nomor 22/PUU-VII/2009, perhitungan satu periode masa jabatan kepala daerah dimulai sejak tanggal pelantikan.  Saiful menjelaskan, ketika Edi menjabat plt bupati, jabatan tersebut tidak melalui proses pelantikan, melainkan ditunjuk otoritas berwenang tanpa pelantikan resmi. ",https://regional.kompas.com/read/2024/09/07/162858878/pengamat-politik-unmul-tegaskan-edi-damansyah-bisa-mencalonkan-diri-di,https://indeks.kompas.com/topik-pilihan/list/9233/kukar-idaman-terbaik
"Berfoto di CFD, Rano Karno Akui Sedang Ambil Hati Pendukung Anies",News,Megapolitan,,"07/09/2024, 16:26 WIB","Baharudin Al Farisi, Dani Prabowo",,"JAKARTA, KOMPAS.com - Bakal calon wakil gubernur Jakarta Rano Karno mengakui sedang berupaya meraup suara pendukung eks Gubernur Jakarta Anies Baswedan untuk pemilihan kepala daerah (Pilkada) Jakarta 2024. Salah satu cara Rano adalah mengabadikan momen kebersamaan saat dia dan pasangannya, Pramono Anung, bertemu dengan Anies di area car free day (CFD), Jalan Sudirman-MH Thamrin, Minggu (1/9/2024). “Kemarin ada rezeki anak soleh. Ketemu Bang Anies di CFD. Fotolah kita bertiga. Ya sudah, gue enggak usah kasih tahu maksudnya ape. Kalau orang mau foto, pasti ada niat,” ungkap Rano saat ditemui di Kampung Pedongkelan, Kapuk, Cengkareng, Jakarta Barat, Sabtu (7/9/2024). Baca juga: Maudy Koesnadi Mundur dari Tim Pemenangan, Rano Karno: Suaminya Habis Terpeleset  Pada saat itu, Anies akhirnya berfoto bersama Rano dan Pramono. Potret itu diabadikan Rano melalui akun Instagram-nya. Sementara itu, Rano mengeklaim, dia dan Pramono telah mendapat dukungan dari Anies untuk Pilkada Jakarta 2024. “Kalau Bang Anies enggak mau, enggak mau dong dia foto. Cuma, memang tidak declare-lah. Kita paham, Bang Anies adalah orang yang punya posisi cukup besar,” ujar Rano. Oleh karena itu, Rano mengaku sempat bertanya kepada Anies mengenai permasalahan Kota Jakarta. Baca juga: Ada Cagub Ditolak Warga, Rano Karno: Kalau Mau Datang, Ya Kasih Tahu  “Makanya itu, kita bilang, 'bang, yok bantu kita'. Bantu berarti physicaly, idenya apa bang? Abang kan punya konsep, apa yang belum selesai? Yok, sekarang ini mungkin, secara nyata kan Bang Anies belum bisa ikut. Apa bang yang bisa kita teruskan? Itu saja,” pungkas dia. Adapun Rano dalam unggahan Instagram-nya menyanjung soson Anies yang disebut telah berhasil membangun Kota Jakarta. “Berolahraga di tengah Jakarta, tak sengaja bertemu Pak @aniesbaswedan. Bapak @aniesbaswedan adalah salah satu Gubernur DKI Jakarta yang ikut membuat Jakarta jadi yang nyaman bagi kita semua,” tulis Rano. A post shared by Rano Karno (@si.rano) Pada unggahan Instagram-nya yang lain, Rano juga kembali mengunggah potret kebersamaan dia dan Pramono saat bertemu Anies di CFD. “Terika kasih, Pak @aniesbaswedan buat jempolnya untuk kami berdua,” tulis Rano.",https://megapolitan.kompas.com/read/2024/09/07/16265481/berfoto-di-cfd-rano-karno-akui-sedang-ambil-hati-pendukung-anies,
Bakal Calon Wakil Bupati Suhartina Bohari Gagal Tes Kesehatan Pilkada Maros,Regional,,,"07/09/2024, 16:26 WIB","Hendra Cipto, Gloria Setyvani Putri",,"MAROS, KOMPAS.com - Tes kesehatan dan narkoba telah dilakukan oleh pasangan tunggal, petahana Bakal Calon Bupati Maros, Chaidir Syam dan Bakal Calon Wakil Bupati Maros, Suhartina Bohari. Chaidir Syam dinyatakan lolos tes kesehatan dan memenuhi syarat. Namun pasangannya, Suhartina Bohari dinyatakan tidak memenuhi syarat. Baca juga: 3 Bakal Paslon Gubernur dan Wakil Gubernur Maluku Lolos Tes Kesehatan Ketua KPU Maros, Jumaedi yang dikonfirmasi, Sabtu (7/9/2024) mengatakan, pihaknya telah menyerahkan hasil tes kesehatan dan hasil penelitian dokumen persyaratan calon kepada tim paslon. ""Sudah kami serahkan tadi. Secara akumulasi bahwa calon bupati memenuhi syarat, dan calon wakil bupatinya tidak memenuhi syarat,"" ungkapnya. Jumaedi menuturkan, pihaknya tidak bisa menjelaskan secara detail, hal apa yang membuat Suhartina tidak memenuhi syarat. Dia hanya menyebut ada 20 item yang diperiksa saat tes kesehatan, termasuk tes narkotika. ""Ibu Bakal Calon Wakil Bupati Maros tidak memenuhi syarat. Tidak bisa saya sampaikan detailnya. Intinya tidak memenuhi syarat untuk tes kesehatan,"" katanya. Jumaedi telah meminta pergantian kepada Chaidir Syam untuk melakukan pergantian pasangan. Batas pergantian pasangan tiga hari mulai terhitung hari ini hingga sampai tanggal 9 September 2024. Baca juga: KPU: Airin-Ade dan Andra-Dimyati Lolos Tes Kesehatan Pilkada Banten 2024 ""Iya, itu pergantian. Kami sudah sampaikan tim paslon untuk kami beri Waktu 3 hari untuk pergantian, sesuai regulasi. Kalau dalam tiga hari tidak ada pergantian, maka Paslon dinyatakan gugur,"" ujarnya. Di Pilkada Maros 2024, hanya satu Paslon yang mendaftar yakni Chaidir Syam-Suhartina Bohari yang diusung 16 partai politik yakni Golkar, PAN, PDIP, Nasdem, Gelora, Hanura, PPP, PKS, Perindo, Gerindra PBB, PKB, Demokrat, PSI, Partai Buruh dan PKN.",https://makassar.kompas.com/read/2024/09/07/162636078/bakal-calon-wakil-bupati-suhartina-bohari-gagal-tes-kesehatan-pilkada-maros,
"Resep Sapi Asap Sambal Matah, Kuliner yang Dicari di Jabar",Food,Resep,,"07/09/2024, 16:25 WIB","Reni Susanti, Anggara Wikan Prasetya",,"BANDUNG, KOMPAS.com - Sapi asap sambal matah menjadi salah satu hidangan yang paling dicari di Jawa Barat. Kuliner ini dikenal karena cita rasa yang kaya dan juga rasa pedas dari sambal matah yang autentik. Andika Budi Setiadi, Manager Arunika Eatery mengungkapkan, bagaimana caranya membuat Sapi Asap Sambal Matah: Baca juga: Resep Asem-asem Daging Buncis, Pakai Daging Kornet Sapi Sebuah kiriman dibagikan oleh Foodplace (@my.foodplace) shutterstock/Andrey_Zakharov Ilustrasi daging sapi asap.  Andika menjelaskan, rahasia dari resep ini ada pada bahan-bahan segar dan MSG. Ia menyadari, MSG kerap diperdebatkan, namun ia tetap menggunakannya karena beberapa hal. Baca juga: Menikmati Sate Sapi Pak Heru Purworejo yang Legendaris Salah satunya, dari hasil bacaannya, MSG dihasilkan dari proses fermentasi bahan-bahan alami seperti tetes tebu, tapioka, atau jagung, untuk memperkaya rasa makanan. ""Ternyata dibuat dari bahan-bahan alami. Kami tetap menggunakan karena MSG menjadi bagian penting dari rahasia kelezatan kami,"" ucapnya, Sabtu (7/9/2024).  ",https://www.kompas.com/food/read/2024/09/07/162502875/resep-sapi-asap-sambal-matah-kuliner-yang-dicari-di-jabar,
"PPM School Cetak Pemimpin Masa Depan lewat Beasiswa ""The Future Leader""",Edu,,,"07/09/2024, 16:24 WIB",Yohanes Enggar Harususilo,,"KOMPAS.com - PPM School kembali memberikan beasiswa penuh Magister Manajemen A.M. Kadarman atau lebih dikenal dengan Beasiswa The Future Leader (TFL) pada Jumat, 6 September 2024. TFL adalah program beasiswa penuh magister manajemen yang didedikasikan untuk pengembangan ilmu manajemen. Program adalah bentuk pengabdian kepada Indonesia dan diwujudkan melalui pengembangan SDM dan calon pemimpin masa depan bidang manajemen. Beasiswa The Future Leader dirancang khusus bagi sarjana muda (fresh graduates) yang ingin melanjutkan studi magister manajemen (S2). Sejak pertama kali diadakan pada tahun 2008, program ini menjadi bukti nyata komitmen dan dedikasi PPM School dalam membentuk pemimpin masa depan yang kompeten di bidang manajemen. Proses seleksi TFL 16 dilakukan melalui beberapa tahapan mulai dari seleksi berkas, seleksi online, seleksi offline, dan ditutup dengan acara penganugerahan Awarding Day mengangkat tema ""Navigation the Future with Innovation"". Dekan PPM School, AC Mahendra K. Datu menegaskan, program beasiswa The Future Leader, atau TFL adalah bentuk nyata komitmen PPM School untuk mendukung Indonesia dalam mencetak pemimpin-pemimpin berkualitas. ""Setiap tahun, melalui program full scholarship ini, kami memberikan kesempatan kepada sarjana muda berprestasi untuk melanjutkan studi dan memperkuat masa depan bangsa,” ujar Mahendra. ""Kami percaya bahwa kerja kami ini tidak sia-sia karena terbukti banyak dari alumnus program TFL benar-benar menjadi pemimpin di bidang apa pun. Mereka mampu membuat dampak yang luar biasa,"" ungkap Mahendra. Mahendra juga menyampaikan, sebagai lembaga pendidikan manajemen, PPM School membekali lulusannya dengan dua hal penting yakni knowledge dan skill.  ""Soft skill salah satu yang sangat kuat di kami adalah bagaimana menjadi pemimpin yang efektif,"" tambahnya.  Pemimpin masa depan, jelas Mahendra, akan menghadapi tantangan besar di mana teknologi bertransformasi sangat cepat, di antaranya kecerdasan buatan (AI). Baca juga: 5 Beasiswa S1-S3 ke Luar Negeri Tanpa Perlu Balik ke Indonesia ""KIta membekali mereka untuk kreatif, memiliki creative thinking, hal yang saat ini belum dimiliki AI atau automasi. Mereka juga harus tahu bahwa tantangan ke depan itu bukan ai mengalahkan manusia tapi manusia yang memakai AI akan lebih unggul dari manusia yang tidak memakai AI,"" jelasnya.",https://www.kompas.com/edu/read/2024/09/07/162440671/ppm-school-cetak-pemimpin-masa-depan-lewat-beasiswa-the-future-leader,
Toyota Sebut Konsumen Fortuner Tidak Butuh Sunroof,Otomotif,News,,"07/09/2024, 16:22 WIB","Aprida Mega Nanda, Aditya Maulana",,"JAKARTA, KOMPAS.com - Toyota Astra Motor (TAM) resmi meluncurkan New Fortuner pada Jumat (6/9/2024). Sport utility vehicle (SUV) ladder frame ini mendapat sejumlah penyegaran, baik dari sisi eksterior, interior, maupun fitur. Pada bagian eksterior tampilan grill berubah menjadi lebih minimalis namun tetap terlihat modern dan gagah, persis seperti Fortuner Legender yang sebelumnya sudah meluncur di Thailand. Desainnya kekar dengan pemakaian pelek baru serta ground clearance yang cukup tinggi. Baca juga: Daya Tarik Bus PO Juragan 99 Trans, Cocok Buat Introvert Namun, ada satu hal yang menarik perhatian, di mana New Fortuner belum dibekali dengan sunroof maupun panoramic sunroof. Padahal, kompetitor di kelasnya seperti Mitsubishi Pajero Sport sudah memiliki fitur tersebut. Marketing Director PT TAM, Anton Jimmi Suwandy, mengatakan, pembaruan pada New Fortuner disesuaikan dengan kebutuhan konsumen, di mana kehadiran sunroof bukan menjadi prioritas utama.  Merawat Sunroof “Ini melihat desain mobil Toyota dan juga prioritas dari improvement konsumen meminta tiga hal. Pertama dari sisi desain disegarkan, kedua fitur-fitur seperti Toyota Safety Sense, kemudian tenaga mesin cukup tambah 4x4,” ucap Anton, saat ditemui di Jakarta Pusat, Jumat (7/9/2024). Atas pertimbangan tersebut, pihaknya memutuskan untuk tidak menyematkan sunroof di New Fortuner. Tentu saja hal ini sekaligus menjadi strategi dari Toyota dalam menghadirkan produk baru. Baca juga: Cara Hemat Bahan Bakar Mobil Pake Fitur yang Tersedia “Kita harus menimbang total value dan juga strategi dari lineup kita. Jadi kalau kita tanya konsumen, tiga ini yang jadi prioritas. Bukannya kita mau atau tidak mau (pasang sunroof), tapi mana yang prioritas,” kata Anton. New Fortuner anyar dibanderol mulai Rp 614.000.000 untuk tipe 2.7 SRZ, hingga Rp 761.700.000 untuk tipe tertinggi yakni 2.8 GR-S.",https://otomotif.kompas.com/read/2024/09/07/162200915/toyota-sebut-konsumen-fortuner-tidak-butuh-sunroof,
"UU Pilkada Diusulkan Direvisi, agar Calon Tunggal yang Kalah Tak Bisa Ikut Pilkada Ulang",News,Nasional,,"07/09/2024, 16:21 WIB","Fika Nurul Ulya, Dani Prabowo",,"JAKARTA, KOMPAS.com - Ahli hukum tata negara Fakultas Hukum Universitas Gadjah Mada, Yance Arizona menilai, pembentuk undang-undang perlu merevisi aturan agar calon tunggal yang kalah tidak bisa mengikuti pemilihan kepala daerah ulang. Adapun saat ini, berdasarkan Pasal 54D ayat (2) UU Nomor 10 Tahun 2016 tentang Pilkada, pasangan calon yang kalah atau tidak mendapat lebih dari 50 persen suara sah dalam Pilkada bisa mencalonkan lagi dalam pemilihan berikutnya. Ia tak menampik aturan itu perlu direvisi, setidaknya untuk Pilkada 2029 mendatang. ""Perlu diubah Undang-Undangnya. Namun agak sulit perubahannya (untuk) bisa dilakukan dalam waktu yang singkat ini (untuk Pilkada 2024). Betul (minimal mulai Pilkada 2029),"" kata Yance kepada Kompas.com, Sabtu (7/9/2024). Baca juga: Calon Tunggal Pilkada yang Kalah dari Kotak Kosong Disarankan Sadar Diri Yance beralasan, mengikutsertakan calon tunggal yang sama dalam pilkada ulang kurang tepat. Sebab, ketika calon tunggal kalah, hal itu membuktikan bahwa mayoritas masyarakat tidak setuju dengan calon tersebut. Kondisi ini, menurutnya, justru berpotensi membuat demokrasi semakin buruk. ""Seharusnya calon tunggal yang kalah tidak boleh mencalonkan diri lagi karena sudah terbukti ia tidak mendapatkan legitimasi publik,"" tutur Yance. Lebih lanjut ia beranggapan, jika calon tunggal yang kalah tidak diikutsertakan, maka akan muncul lebih banyak calon-calon lain. Dengan begitu, muncul proses demokrasi yang lebih baik tanpa calon tunggal dan kotak kosong. Baca juga: KPU Tegaskan Tahapan Pilkada Berlanjut meski 41 Daerah Diikuti Calon Tunggal ""(Jadi itu) dikembalikan kepada paslon yang kalah. Seharusnya dia malu dikalahkan kotak kosong yang mendelegitimasinya,"" tuturnya. Sebelumnya, Komisi Pemilihan Umum (KPU) membuka opsi untuk mengadakan Pilkada ulang bila calon tunggal kalah dalam Pilkada 2024. Opsi ini mengacu pada pasal 54D ayat (2) UU Nomor 10 Tahun 2016. Opsi itu pun menjadi salah satu dari dua alternatif, selain menunjuk penjabat (Pj) kepala daerah yang ditentukan oleh Pemerintah Pusat. Diketahui sejauh ini, masih ada 41 daerah yang hanya memiliki satu pasangan calon kepala daerah atau calon tunggal Pilkada Serentak 2024. Komisioner KPU August Mellaz mengatakan, opsi Pilkada ulang disiapkan untuk mengupayakan kepala daerah terpilih tetap berasal dari hasil pilihan masyarakat. “Kalau kebutuhan KPU menyiapkan tahapan pilkada itu teoritis 9 bulan. Ya sudah, arahnya mungkin enggak akan jauh beda mungkin. Kemungkinan masih tetap di jelang-jelang akhir 2025, itu opsi ya,” ungkap August. Kendati demikian, opsi yang diambil nanti bakal tetap bergantung dari rapat dengar pendapat bersama dengan Komisi II DPR RI. “Tapi nanti tetap bergantungan dari rapat dengar pendapat kami penyelenggara pemilu dengan Komisi 2 dan pemerintah. Nah, itu nanti akan dibicarakan opsi-opsi kebijakannya,” kata August.",https://nasional.kompas.com/read/2024/09/07/16211721/uu-pilkada-diusulkan-direvisi-agar-calon-tunggal-yang-kalah-tak-bisa-ikut,
"3 Pelaku Pembunuhan Putrinya Tak Ditahan, Ayah Siswi SMP di Palembang: Hati Saya Nangis...",Regional,,,"07/09/2024, 16:20 WIB",Rachmawati,,"KOMPAS.com - Polisi menangkap empat pelaku di bawah umur atas kasus pembunuhan dan pemerkosaan siswi SMP, AA (13), di Palembang, Sumatera Selatan. Empat pelaku yang ditangkap adalah IS (16), MZ (13), NS (12), dan AS (12). Mereka membunuh dan memerkosa jasad korban sebanyak dua kali di Tempat Pemakaman Umum (TPU) Talang Kerikil, Palembang, pada Minggu (1/9/2024) Setelah melakukan aksi sadisnya, mereka meninggalkan jasad korban di kawasan permakaman dan ditemukan oleh warga pada Minggu sore. Polisi mengatakan tiga pelaku tak ditahan karena usianya masih di bawah umur. Baca juga: Usai Bunuh Siswi SMP di Palembang, 3 Pelaku Anak Tonton Penemuan Mayat Korban, Ada yang Ikut Tahlil S, ayah kandung AA mengaku sempat tenang setelah tahu empat pelaku pembunuhan putrinya berhasil ditangkap polisi. Namun pikirannya kembali kacau setelah tahu tiga dari empat pelaku berpotensi tak ditahan dan hanya akan dibawa ke panti rehabilitasi. ""Barulah lega pelakunya dapat. Ini saya sudah tenang, sudah enak, nah ini jadi kacau lagi sekarang pikiran,"" ungkap S, Jumat (6/9/2024). Sejak putrinya ditemukan tak bernyawa di kuburan, S mengaku tak bisa tenang dan kesulitan tidur. ""Pas kejadian di hari itu, aku gelisah terus. Terbayang wajah anak, tak bisa lupa. Mata saya nangis hati saya nangis. Itu anak emas saya perempuan satu-satunya yang ikut saya. Kakaknya ada di dusun, cuma si AA yang ikut saya,"" kata dia. Baca juga: Masih Anak-anak, 3 Pembunuh dan Pemerkosa Siswi SMP di Palembang Tak Ditahan, tapi... Ia mengaku tak bisa menerima ketika mengetahui kabar tiga pelaku tidak ditahan. Kendati tiga pelaku masih tergolong usia anak-anak, namun perbuatannya sangat tidak manusiawi. ""Kalau orang tiga itu pulang saya tidak setuju benar. Memang iya mereka anak-anak, cuma ada hukumnya. Itu anak orang dicabuli dan dibunuh ,"" katanya. Ia sangat berharap pihak kepolisian dapat memberikan hukuman yang sama bagi keempat pelaku. ""Saya minta tolong sama bapak kepolisian mana keadilannya, kasih saja empat-empatnya hukuman setimpal,"" tutupnya. Tiga pelaku yakni MZ (13), MS (12) dan AS (12) bakal diantar ke Panti Sosial Rehabilitasi Anak Berhadapan dengan Hukum (PSRABH) di Indralaya, Ogan Ilir. Sementara IS (16), yang diduga menjadi pelaku utamanya telah resmi ditahan. Baca juga: Kronologi Siswi SMP Dibunuh 4 Anak di Palembang, Korban Dicekik dan Jasadnya Diperkosa Para Pelaku",https://regional.kompas.com/read/2024/09/07/162000678/3-pelaku-pembunuhan-putrinya-tak-ditahan-ayah-siswi-smp-di-palembang--hati,
Solusi Terbaik SERA untuk Kemudahan di Sektor Transportasi dan Logistik,,,,"07/09/2024, 16:19 WIB",,Advertorial,"KOMPAS.com - Transportasi dan logistik memiliki peran vital dalam mendukung perekonomian Indonesia. Oleh karenanya, efisiensi dalam distribusi barang dan jasa sangat penting untuk meningkatkan daya saing produk lokal di pasar global. Namun, sektor ini masih menghadapi berbagai tantangan, seperti biaya operasional yang tinggi dan ketidakstabilan harga bahan bakar. Isu-isu lainnya, seperti kemacetan di kota-kota besar serta ketidakseimbangan antara permintaan dan kapasitas transportasi, juga disebut turut menghambat efisiensi sektor transportasi dan logistik. Berbagai tantangan itu berdampak terhadap peningkatan biaya operasional dan penurunan efisiensi distribusi. Perlu ada solusi inovatif yang dapat membantu mengatasi masalah-masalah itu, sehingga kinerja perusahaan transportasi dan logistik bisa meningkat secara keseluruhan. Salah satu perusahaan yang berhasil mengimplementasikan strategi ini adalah PT Serasi Autoraya (SERA), anak perusahaan dari PT Astra International Tbk, yang terus berinovasi untuk memberikan solusi terbaik bagi pelanggannya. Berikut sejumlah solusi dan inovasi terbaik yang ditawarkan SERA: SERA yang merupakan salah satu perusahaan transportasi terbesar di Indonesia, kini menawarkan solusi transportasi yang terintegrasi dengan TRAC. Melalui lini bisnisnya ini, SERA menawarkan jasa penyewaan kendaraan untuk korporasi maupun perorangan. TRAC menawarkan layanan sewa kendaraan yang akan memudahkan para pelanggannya yang ingin menyewa mobil untuk mobilitas mereka. Selain itu, tersedia pula fasilitas pelayanan pengemudi yang akan bekerja secara profesional dan berkualitas. Dengan demikian, pelanggan bisa menikmati perjalanan dengan lebih aman dan nyaman. Selain bisnis solusi transportasi dan penjualan kendaraan bekas, SERA yang berada di bawah brand SELOG, hadir untuk memenuhi kebutuhan pelanggan akan jasa logistik end-to-end dengan layanan yang berbeda-beda. SERA menawarkan jasa contract logistics yang mengelola ekspor impor kendaraan roda empat dan alat berat beserta komponen-komponennya. Untuk pengiriman kargo di dalam negeri, SERA juga memiliki jasa pengiriman dan distribusi dengan moda transportasi laut. Untuk alat berat atau kargo lainnya, SERA menyediakan jasa pengiriman dengan berbagai jenis moda pengangkutan untuk wilayah dalam negeri dengan jaminan keamanan (safety), tepat waktu (on time), dan zero defect. SERA menawarkan jasa pengelolaan dan penyimpanan barang. lewat Warehouse Management System (WMS) untuk memenuhi kebutuhan supply chain. Lewat layanan ini, proses pelacakan bisa dilakukan secara kontinu, utamanya terkait penerimaan, penjemputan, pengiriman, dan penahanan barang, barang rusak, serta pesanan yang telah selesai. Tidak hanya itu, WMS juga memungkinkan pelanggan dapat melihat status persediaan barang hingga tingkat persedian yang rendah secara real time. Sebagai satu perusahaan transportasi besar di Indonesia, SERA juga membuka kesempatan bagi Anda yang ingin membeli kendaraan dengan cara lelang. Berintegrasi dengan IBID-Balai Lelang Serasi, SERA akan memberikan solusi terbaik bagi Anda yang ingin membeli kendaraan roda empat serta berbagai macam produk otomotif lainnya melalui proses pelelangan. Melalui Astra FMS, SERA memberikan solusi transportasi yang menyeluruh berbasis penggunaan teknologi dan informasi yang canggih. Dengan begitu, pengelolaan proses transportasi akan semakin efektif, efisien, dan aman. Astra FMS telah teruji secara efektif dalam berbagai lini bisnis yang dijalankan SERA. Di dalamnya, ada sejumlah fitur yang memudahkan pelanggan dalam mengelola transportasi, memantau kendaraan secara real-time, serta meminimalkan downtime. Pelanggan juga bisa menganalisa kinerja pengemudi serta membuat biaya operasional kendaraan menjadi lebih efisien.",https://biz.kompas.com/read/2024/09/07/161958528/solusi-terbaik-sera-untuk-kemudahan-di-sektor-transportasi-dan-logistik,
Rental Mobil untuk Jalan-jalan di Bali Jadi Lebih Mudah lewat TRAC,,,,"07/09/2024, 16:16 WIB",,Advertorial,"KOMPAS.com - Pencarian informasi dan proses transaksi saat ini semakin mudah karena bisa dilakukan secara online lewat smartphone atau ponsel pintar. Salah satu layanan yang bisa diakses secara digital dewasa kini adalah rental mobil. Layanan rental mobil sangat diperlukan ketika Anda merencanakan liburan ke destinasi-destinasi wisata populer, seperti Bali. Ketika hendak bertolak ke Bali, transportasi menjadi salah satu hal penting yang harus dipersiapkan. Terutama bagi pengunjung yang ingin berkendara sendiri untuk menjelajahi keindahan pulau ini. Oleh karena itu, layanan rental mobil di Bali menjadi solusi praktis yang bisa dipilih. Tidak seperti dahulu, kini fasilitas rental bisa dilakukan secara online tanpa perlu datang terlebih dahulu ke kantor penyedia layanan. Cukup dari rumah, Anda bisa merental mobil lewat TRAC. Dengan pengalaman lebih dari 37 tahun, TRAC hadir sebagai solusi kebutuhan transportasi yang aman, termasuk di Bali. Jaringan rental mobil ini luas dan tersebar di lebih dari 20 kota besar se-Indonesia, antara lain Jabodetabek, Bandung, Yogyakarta, Semarang, Surabaya, Malang, Bali, Medan, Pekanbaru, Palembang, hingga Samosir. TRAC juga didukung ratusan bengkel yang mencapai ke daerah-daerah lain, mulai dari Sumatera hingga Papua. Dengan demikian, pelanggan dipastikan tidak akan mengalami kesulitan dalam menjangkau TRAC di mana pun berada. Di samping itu, kredibilitas TRAC dalam keamanan dan kenyamanan juga dapat dilihat dari armada-armadanya yang terawat dan berusia tidak lebih dari lima tahun. Kemudian, armada yang disewakan TRAC juga siap pakai dan dilindungi dengan asuransi perjalanan. Dengan adanya asuransi, pelanggan akan merasa aman dan nyaman saat menggunakan layanan rental mobil. Informasi lebih lanjut mengenai asuransi perjalanan TRAC bisa diakses melalui laman https://www.trac.astra.co.id/syarat-ketentuan. Selain itu, TRAC juga menyediakan pengemudi yang profesional dan berpengalaman. Mereka sebelumnya telah dibekali pelatihan dasar safety driving dan defensive driving. Dengan begitu, mereka memiliki kemampuan mitigasi yang baik dalam mengatasi masalah-masalah yang mungkin terjadi selama perjalanan. Untuk melakukan reservasi atau mengajukan komplain, pelanggan tidak perlu khawatir, karena customer service TRAC tersedia selama 24 jam melalui nomor 1500-009 atau WhatsApp di nomor (+62)811-1177-087. Bahkan kini, TRAC telah menjelma menjadi salah satu rental mobil terbaik yang memberikan kemudahan bagi pelanggannya dalam melakukan proses reservasi. Tidak perlu khawatir tentang keamanan dan kenyamanan selama liburan, karena TRAC memastikan pengalaman rental mobil yang bebas dari kendala. Adapun cara mudah reservasi rental mobil TRAC bisa dilakukan melalui website. Berikut langkah-langkahnya: Dengan proses yang mudah dan cepat itu, pengguna bisa langsung menikmati liburan di Bali dengan mobil yang sudah siap digunakan. Tak perlu lagi risau soal transportasi, karena TRAC memastikan pelanggannya bisa menikmati setiap momen perjalanan di Bali dengan tenang dan nyaman. Liburan ke Bali semakin seru dengan promo spesial dari TRAC! Jangan lupa untuk cek promo yang sedang berlaku saat ini agar perjalanan semakin berkesan dan lebih hemat. Salah satu promo yang bisa dicoba adalah Merdeka Jalan-jalan Diskon Rp 100.000 untuk layanan sewa mobil lepas kunci maupun dengan pengemudi untuk pemesanan melalui aplikasi TRACtoGo. Aplikasi tersebut bisa diunduh melalui Google Play Store maupun App Store dengan kode voucher “DiIndonesiaAja”. Syarat dan ketentuan berlaku, ya! Untuk informasi mengenai promo lainnya, kunjungi laman https://linktr.ee/TRACtoGoAsk.",https://biz.kompas.com/read/2024/09/07/161654928/rental-mobil-untuk-jalan-jalan-di-bali-jadi-lebih-mudah-lewat-trac,
